facility_id,name,address_city,address_state,address_zip,latitude,longitude,facility_type,specialties,data_completeness,searchable_text,ext_has_icu,ext_icu_beds,ext_has_emergency,ext_has_24_7,ext_has_surgery,ext_has_dialysis,ext_has_oncology,ext_has_neonatal_icu,ext_has_mental_health,ext_has_trauma_centre,ext_inferred_doctors,ext_extracted_equipment,ext_extracted_procedures,ext_operational_notes,ext_confidence,ext_source_sentence,trust_trust_completeness,trust_trust_consistency,trust_trust_verifiability,trust_trust_recency,trust_trust_digital,trust_contradictions,trust_source_sentence,trust_score,contradictions,source_sentence,extraction_error
00013,32 Gems multispeciality dental clinic &Implant centre,Thalassery,Kerala,670694,11.78105927,75.54026794,clinic,['familyMedicine | orthodontics | prosthodontics | endodontics | pediatricDentistry'],0.625,"32 Gems multispeciality dental clinic &Implant centre Our services include: Pedodontics, Orthodontics, Root canal treatment, Complete denture & partial denture Prosthetic rehabilitation provided | Implant centre | Multispeciality dental clinic familyMedicine | orthodontics | prosthodontics | endodontics | pediatricDentistry Prosthetic rehabilitation | Partial denture | Orthodontics | Pedodontics | Root canal treatment | Complete denture | Zirconia crown placement Thalassery Kerala Prosthetic rehabilitation Partial denture Orthodontics Pedodontics Root canal treatment Complete denture Zirconia crown placement",False,,False,,False,False,False,False,False,False,,[],"['Prosthetic rehabilitation', 'Partial denture', 'Orthodontics', 'Pedodontics', 'Root canal treatment', 'Complete denture', 'Zirconia crown placement']",,medium,"Our services include: Pedodontics, Orthodontics, Root canal treatment, Complete denture & partial denture",15.6,30.0,21.0,2.0,2.5,[],"Our services include: Pedodontics, Orthodontics, Root canal treatment, Complete denture & partial denture",71.1,[],"Our services include: Pedodontics, Orthodontics, Root canal treatment, Complete denture & partial denture",
00014,32 Kings Dental Clinic,Kaloor,Kochi,682017,9.994365692,76.29115295,clinic,['familyMedicine | generalDentistry | prosthodontics | cosmeticDentistry | emergencyMedicine'],0.75,"32 Kings Dental Clinic 32 Kings Dental Clinic, Kochi and Perumbavoor, offers laser dentistry, general dentistry, cosmetic dentistry, dental implants, and emergency dental care. It continues the legacy of Madathil Dental Clinic, serving the Perumbavoor community since 1980. Operates in Kochi and Perumbavoor, Kerala, India | Originates from Madathil Dental Clinic and has served the Perumbavoor community since 1980 | Outpatient dental clinic familyMedicine | generalDentistry | prosthodontics | cosmeticDentistry | emergencyMedicine Offers laser dentistry | Provides general dentistry for all ages | Offers cosmetic dentistry | Offers emergency dental care | Provides dental implants Uses state-of-the-art dental equipment | Image shows dental examination instruments (mirror, probes) on a tray Kaloor Kochi state-of-the-art dental equipment dental examination instruments (mirror, probes) on a tray laser dentistry general dentistry for all ages cosmetic dentistry emergency dental care dental implants",False,,True,,False,False,False,False,False,False,,"['state-of-the-art dental equipment', 'dental examination instruments (mirror, probes) on a tray']","['laser dentistry', 'general dentistry for all ages', 'cosmetic dentistry', 'emergency dental care', 'dental implants']",,high,"32 Kings Dental Clinic, Kochi and Perumbavoor, offers laser dentistry, general dentistry, cosmetic dentistry, dental implants, and emergency dental care.",18.8,30.0,21.0,2.0,5.0,[],"32 Kings Dental Clinic, Kochi and Perumbavoor, offers laser dentistry, general dentistry, cosmetic dentistry, dental implants, and emergency dental care.",76.8,[],"32 Kings Dental Clinic, Kochi and Perumbavoor, offers laser dentistry, general dentistry, cosmetic dentistry, dental implants, and emergency dental care.",
00015,32 Pearl Dental Clinic,Thandla,Madhya Pradesh,457777,23.00627708,74.57763672,clinic,['familyMedicine'],0.375,32 Pearl Dental Clinic We are here to serve comprehensive oral care to you and your family. All types of Dental treatments are available at our Hi-tech Dental Office. nan familyMedicine Thandla Madhya Pradesh,,,,,,,,,,,,[],[],,insufficient_data,Capability:  nan,9.4,30.0,0.0,2.0,10.0,[],Capability:  nan,51.4,[],Capability:  nan,
00016,32 PEARLs Advanced Dental Care Centre Santokhgarh,Santokhgarh,Himachal Pradesh,174301,31.35682106,76.31254578,dentist,['internalMedicine | endodontics | orthodontics | aestheticDentistry'],0.625,"32 PEARLs Advanced Dental Care Centre Santokhgarh Orthodontic treatment, Root Canal Treatment (R.C.T), fracture treatment, teeth whitening Located in Santokhgarh, Una, Himachal Pradesh | Implant and Orthodontic dental hospital signage visible in property | Follows WHO standards for sterilization and hygiene including hand washing, PPE, glove changes, sterilization of non-disposable items, use of disposable instruments, antimicrobial disinfection | Founded on 21 June 2006 | Specializes in dental implants and orthodontic treatment | Dr. Aman Prashar governs the hospital internalMedicine | endodontics | orthodontics | aestheticDentistry Performs root canal treatment (RCT) | Mandible fracture treatment (simple cases and open reduction) | Laser light cure fillings (Silver filling, Light cure filling, GIC filling) | Fixed teeth - bridges and crowns (Porcelain crown, Metal crown, Porcelain DLX) | Dentures offered (Complete dentures classic, Complete Denture Lucitone, Partial dentures) | Offers orthodontic treatment | Orthodontic treatment with braces | Extraction and impactions (Third molar extraction, Simple tooth extraction, Impactions) | Teeth whitening | Performs autotransplantation of teeth (tooth 28 transplanted to position 26). | Root Canal Treatment is offered | Provides teeth whitening | Provides fracture treatment Santokhgarh Himachal Pradesh Performs root canal treatment (RCT) Mandible fracture treatment (simple cases and open reduction) Laser light cure fillings (Silver filling, Light cure filling, GIC filling) Fixed teeth - bridges and crowns (Porcelain crown, Metal crown, Porcelain DLX) Dentures offered (Complete dentures classic, Complete Denture Lucitone, Partial dentures) Offers orthodontic treatment Orthodontic treatment with braces Extraction and impactions (Third molar extraction, Simple tooth extraction, Impactions) Teeth whitening Performs autotransplantation of teeth (tooth 28 transplanted to position 26) Root Canal Treatment is offered Provides teeth whitening Provides fracture treatment",False,,False,False,False,False,False,False,False,False,,[],"['Performs root canal treatment (RCT)', 'Mandible fracture treatment (simple cases and open reduction)', 'Laser light cure fillings (Silver filling, Light cure filling, GIC filling)', 'Fixed teeth - bridges and crowns (Porcelain crown, Metal crown, Porcelain DLX)', 'Dentures offered (Complete dentures classic, Complete Denture Lucitone, Partial dentures)', 'Offers orthodontic treatment', 'Orthodontic treatment with braces', 'Extraction and impactions (Third molar extraction, Simple tooth extraction, Impactions)', 'Teeth whitening', 'Performs autotransplantation of teeth (tooth 28 transplanted to position 26)', 'Root Canal Treatment is offered', 'Provides teeth whitening', 'Provides fracture treatment']",,high,Specializes in dental implants and orthodontic treatment,15.6,30.0,25.0,2.0,2.5,[],Specializes in dental implants and orthodontic treatment,75.1,[],Specializes in dental implants and orthodontic treatment,
00017,32 Pearls Dental Care,Faridabad,Haryana,121002,28.3929615,77.30203247,dentist,['dentistry | familyMedicine'],0.625,"32 Pearls Dental Care Our mission is to blend state-of-the-art medical technology & research with a dedication to patient welfare & healing to provide you with the best possible health care. Has 1 doctor on staff | Ayushman card facility provides comprehensive care | Ayushman card facility provides financial protection against high medical expenses | Awarded Best Patient Care in 2014 | Awarded Best Patient Care in 2017 | Ayushman card facility provides free medical treatment | Ayushman card facility provides medical insurance cover up to Rs. 5 lakh | Operates a dental clinic | Awarded Best Practice & Team in 2016 | Ayushman card facility provides wide coverage of medical procedures and treatments | Specializes in 27+ oral and maxillofacial surgeries | Private hospital | Outpatient dental clinic in Faridabad, Haryana, India | Located in Faridabad, Haryana | Empanelled under Ayushman Bharat PM-JAY scheme | Offers 2+ treatment options dentistry | familyMedicine Oral-Antral Fistula Repair | Correction of oro-antral communication | Dentoalveolar trauma - wiring | Fixation of fracture of jaw | Jaw Bone Infection Surgery | Jaw Cyst and Tumor Surgery | Apicoectomy (A) Tooth | Extraction of impacted tooth under LA | Mouth Fibrosis Surgery | Offers teeth aligners | Offers dental braces | Jaw Wiring for Fracture | Oral & Maxillofacial Surgery | Jaw Fracture Fixation | Oral and Jaw Surgery | Jaw Joint Stiffness Surgery | Mandible Tumour Resection and reconstruction / Cancer surgery | Impacted Tooth Removal | Offers dental implant surgery | Jaw Cancer Surgery Faridabad Haryana Oral-Antral Fistula Repair Correction of oro-antral communication Dentoalveolar trauma - wiring Fixation of fracture of jaw Jaw Bone Infection Surgery Jaw Cyst and Tumor Surgery Apicoectomy (A) Tooth Extraction of impacted tooth under LA Mouth Fibrosis Surgery Offers teeth aligners Offers dental braces Jaw Wiring for Fracture Oral & Maxillofacial Surgery Jaw Fracture Fixation Oral and Jaw Surgery Jaw Joint Stiffness Surgery Mandible Tumour Resection and reconstruction / Cancer surgery Impacted Tooth Removal Offers dental implant surgery Jaw Cancer Surgery",False,,False,False,True,False,False,False,False,False,1.0,[],"['Oral-Antral Fistula Repair', 'Correction of oro-antral communication', 'Dentoalveolar trauma - wiring', 'Fixation of fracture of jaw', 'Jaw Bone Infection Surgery', 'Jaw Cyst and Tumor Surgery', 'Apicoectomy (A) Tooth', 'Extraction of impacted tooth under LA', 'Mouth Fibrosis Surgery', 'Offers teeth aligners', 'Offers dental braces', 'Jaw Wiring for Fracture', 'Oral & Maxillofacial Surgery', 'Jaw Fracture Fixation', 'Oral and Jaw Surgery', 'Jaw Joint Stiffness Surgery', 'Mandible Tumour Resection and reconstruction / Cancer surgery', 'Impacted Tooth Removal', 'Offers dental implant surgery', 'Jaw Cancer Surgery']",,high,Capability:  Has 1 doctor on staff | Specializes in 27+ oral and maxillofacial surgeries | Operates a dental clinic,15.6,18.0,25.0,2.0,7.5,['Claims surgery capability but no anaesthesiologist mentioned'],Capability:  Has 1 doctor on staff | Specializes in 27+ oral and maxillofacial surgeries | Operates a dental clinic,68.1,['Claims surgery capability but no anaesthesiologist mentioned'],Capability:  Has 1 doctor on staff | Specializes in 27+ oral and maxillofacial surgeries | Operates a dental clinic,
00018,32 Pearls Dental Clinic,Dhanbad,Jharkhand,826001,23.80926704,86.4329834,clinic,['familyMedicine | orthodontics | prosthodontics | cosmeticDentistry | endodontics | pediatricDentistry | dentistry'],0.875,"32 Pearls Dental Clinic 32 Pearls Dental Clinic is a multispeciality dental clinic & Implant Centre in India. Located in Dhanbad, Jharkhand | Private hospital | Established on May 10, 2010 | Has 14 years of dental service experience | Has been operating for 15 years | Pioneer in starting cashless facility in dental treatment | Category: HEALTHCARE / Dentist | Year of Experience: 15 yrs | Empanelled with IIT (ISM) since 2016 | Establishment Year: 2010 | Has served 24,000 patients | Member Since: 22-03-2025 | Dental clinic in Dhanbad, Jharkhand | Cashless facility for CIMFR and IIT (ISM) employees, pensioners, and their dependents | Empanelled with CIMFR since 2015 | Operates Branch-2 in Dhanbad, Jharkhand | Specializes in cosmetic dentistry, pediatric dentistry, laser dentistry, and anti-aging dental treatments | Has 5 qualified doctors | Orthodontic treatment provided by visiting orthodontist | Has 5 dental awards | Dental clinic (inferred from name) familyMedicine | orthodontics | prosthodontics | cosmeticDentistry | endodontics | pediatricDentistry | dentistry Full Mouth Rehabilitation | Tooth-supported fixed bridges | Emergency dental services | Complete dentures and implant-supported dentures | Child dental care with treatment planning considering age and mood and behavior management | Laser dentistry using dental lasers for oral surgery, caries removal and tooth preparation, soft tissue contouring, osseous crown lengthening, periodontology and endodontics | Cosmetic tooth filling | IOPA X-ray imaging for patients | Dental Hygiene | Cavity treatment using ART (Atraumatic Restorative Techniques) | Cosmetic dentistry with Smile Design | Root canal treatment | Dental & Oral X-ray | Implant | Surgical removal of cyst | Extraction of tooth | Scaling of teeth (cleaning) | Treatment of jaw pain and fractured jaw | Oral Appliance Therapy | Anti Aging Dental Treatment including teeth contouring, whitening, removal of cracks and dark lines from front surface, replacement of missing teeth, closing gaps between teeth and gums, and reducing skin folds at corners of mouth | Orthodontics braces and aligners by visiting orthodontist | Fixed ceramic teeth (crowns and bridges) restorations Intraoral camera with display monitor as seen in clinic photographs | Dental laser system used for laser dentistry | IOPA X-ray imaging equipment for dental diagnostics | Dental chair (as pictured in clinic photographs) Dhanbad Jharkhand Intraoral camera with display monitor as seen in clinic photographs Dental laser system used for laser dentistry IOPA X-ray imaging equipment for dental diagnostics Dental chair (as pictured in clinic photographs) Full Mouth Rehabilitation Tooth-supported fixed bridges Emergency dental services Complete dentures and implant-supported dentures Child dental care with treatment planning considering age and mood and behavior management Laser dentistry using dental lasers for oral surgery, caries removal and tooth preparation, soft tissue contouring, osseous crown lengthening, periodontology and endodontics Cosmetic tooth filling IOPA X-ray imaging for patients Dental Hygiene Cavity treatment using ART (Atraumatic Restorative Techniques) Cosmetic dentistry with Smile Design Root canal treatment Dental & Oral X-ray Implant Surgical removal of cyst Extraction of tooth Scaling of teeth (cleaning) Treatment of jaw pain and fractured jaw Oral Appliance Therapy Anti Aging Dental Treatment including teeth contouring, whitening, removal of cracks and dark lines from front surface, replacement of missing teeth, closing gaps between teeth and gums, and reducing skin folds at corners of mouth Orthodontics braces and aligners by visiting orthodontist Fixed ceramic teeth (crowns and bridges) restorations",False,,True,,True,False,False,False,False,False,5.0,"['Intraoral camera with display monitor as seen in clinic photographs', 'Dental laser system used for laser dentistry', 'IOPA X-ray imaging equipment for dental diagnostics', 'Dental chair (as pictured in clinic photographs)']","['Full Mouth Rehabilitation', 'Tooth-supported fixed bridges', 'Emergency dental services', 'Complete dentures and implant-supported dentures', 'Child dental care with treatment planning considering age and mood and behavior management', 'Laser dentistry using dental lasers for oral surgery, caries removal and tooth preparation, soft tissue contouring, osseous crown lengthening, periodontology and endodontics', 'Cosmetic tooth filling', 'IOPA X-ray imaging for patients', 'Dental Hygiene', 'Cavity treatment using ART (Atraumatic Restorative Techniques)', 'Cosmetic dentistry with Smile Design', 'Root canal treatment', 'Dental & Oral X-ray', 'Implant', 'Surgical removal of cyst', 'Extraction of tooth', 'Scaling of teeth (cleaning)', 'Treatment of jaw pain and fractured jaw', 'Oral Appliance Therapy', 'Anti Aging Dental Treatment including teeth contouring, whitening, removal of cracks and dark lines from front surface, replacement of missing teeth, closing gaps between teeth and gums, and reducing skin folds at corners of mouth', 'Orthodontics braces and aligners by visiting orthodontist', 'Fixed ceramic teeth (crowns and bridges) restorations']",,high,32 Pearls Dental Clinic is a multispeciality dental clinic & Implant Centre in India.,21.9,18.0,25.0,2.0,7.5,['Claims surgery capability but no anaesthesiologist mentioned'],32 Pearls Dental Clinic is a multispeciality dental clinic & Implant Centre in India.,74.4,['Claims surgery capability but no anaesthesiologist mentioned'],32 Pearls Dental Clinic is a multispeciality dental clinic & Implant Centre in India.,
00019,"32 Pearls Dental Clinic (Kaladhungi Rd, Unchapul, Haldwani, Uttarakhand 263139)",Haldwani,Uttarakhand,263139,29.22455215,79.49996948,clinic,['familyMedicine | orthodontics | dentistry | prosthodontics'],0.5,"32 Pearls Dental Clinic (Kaladhungi Rd, Unchapul, Haldwani, Uttarakhand 263139) 32 Pearls Dental Clinic is one of the well-known clinics in Haldwani, Haldwani offering best dental treatment services. The clinic has experienced dentists and consultants. The page also references Dr Jaimin Patel as a consultant at the clinic. nan familyMedicine | orthodontics | dentistry | prosthodontics Provides dentures to enhance smile and esthetics Haldwani Uttarakhand Provides dentures to enhance smile and esthetics",,,,,,,,,,,,[],['Provides dentures to enhance smile and esthetics'],,insufficient_data,"32 Pearls Dental Clinic is one of the well-known clinics in Haldwani, Haldwani offering best dental treatment services.",12.5,30.0,3.0,2.0,2.5,[],"32 Pearls Dental Clinic is one of the well-known clinics in Haldwani, Haldwani offering best dental treatment services.",50.0,[],"32 Pearls Dental Clinic is one of the well-known clinics in Haldwani, Haldwani offering best dental treatment services.",
00020,32 Pearls Multi Speciality Dental Clinic,Delhi,Delhi,110009,28.69453621,77.20397186,dentist,['familyMedicine | orthodontics | prosthodontics | oralAndMaxillofacialSurgery | cosmeticDentistry | endodontics | pediatricDentistry | dentistry | aestheticDentistry'],0.75,"32 Pearls Multi Speciality Dental Clinic Dental clinic providing comprehensive services including extractions, implants, orthodontics, and emergency care. Dental clinic | Provides emergency dental care | Outpatient care | Has 55 years of experience in healthcare | Located behind Karuna Hospital | Located in Dilshad Colony, Delhi, India | Offers orthodontic, implant, and oral and maxillofacial surgery services | Staff includes Dr Musharib Ahmed familyMedicine | orthodontics | prosthodontics | oralAndMaxillofacialSurgery | cosmeticDentistry | endodontics | pediatricDentistry | dentistry | aestheticDentistry Provides dental extractions | Offers orthodontic treatment | Provides emergency dental care | Performs fixed prosthodontics | Provides oral and maxillofacial surgery | Offers dental implant treatment | Performs conservative dentistry procedures | Performs implant-retained dentures | Performs laser dentistry procedures Dental implant model for demonstration | Dental delivery unit with handpieces | Dental chair with overhead light Delhi Delhi Dental implant model for demonstration Dental delivery unit with handpieces Dental chair with overhead light Provides dental extractions Offers orthodontic treatment Provides emergency dental care Performs fixed prosthodontics Provides oral and maxillofacial surgery Offers dental implant treatment Performs conservative dentistry procedures Performs implant-retained dentures Performs laser dentistry procedures",False,,True,,True,False,False,False,False,False,,"['Dental implant model for demonstration', 'Dental delivery unit with handpieces', 'Dental chair with overhead light']","['Provides dental extractions', 'Offers orthodontic treatment', 'Provides emergency dental care', 'Performs fixed prosthodontics', 'Provides oral and maxillofacial surgery', 'Offers dental implant treatment', 'Performs conservative dentistry procedures', 'Performs implant-retained dentures', 'Performs laser dentistry procedures']",,high,"Capability: Dental clinic | Provides emergency dental care | Outpatient care | Has 55 years of experience in healthcare | Located behind Karuna Hospital | Located in Dilshad Colony, Delhi, India | Offers orthodontic, implant, and oral and maxillofacial surgery services | Staff includes Dr Musharib Ahmed",18.8,18.0,25.0,2.0,2.5,['Claims surgery capability but no anaesthesiologist mentioned'],"Capability: Dental clinic | Provides emergency dental care | Outpatient care | Has 55 years of experience in healthcare | Located behind Karuna Hospital | Located in Dilshad Colony, Delhi, India | Offers orthodontic, implant, and oral and maxillofacial surgery services | Staff includes Dr Musharib Ahmed",66.3,['Claims surgery capability but no anaesthesiologist mentioned'],"Capability: Dental clinic | Provides emergency dental care | Outpatient care | Has 55 years of experience in healthcare | Located behind Karuna Hospital | Located in Dilshad Colony, Delhi, India | Offers orthodontic, implant, and oral and maxillofacial surgery services | Staff includes Dr Musharib Ahmed",
00021,32 Phoenix,Ghaziabad,Uttar Pradesh,110092,28.63460541,77.33288574,clinic,['dentistry | familyMedicine'],0.5,"32 Phoenix All Dental Services for Vaishali, Noida , Gaziabad and east delhi area Provides all dental services for Vaishali, Noida, Ghaziabad and East Delhi area | Offers general dentistry services dentistry | familyMedicine Ghaziabad Uttar Pradesh",,,False,,False,False,False,False,False,False,,[],[],,medium,"Provides all dental services for Vaishali, Noida, Ghaziabad and East Delhi area | Offers general dentistry services",12.5,30.0,0.0,2.0,2.5,[],"Provides all dental services for Vaishali, Noida, Ghaziabad and East Delhi area | Offers general dentistry services",47.0,[],"Provides all dental services for Vaishali, Noida, Ghaziabad and East Delhi area | Offers general dentistry services",
00022,32 Point Dental Clinic And Military Pharmacy,Bangalore,Karnataka,560068,12.85879326,77.61141968,clinic,['familyMedicine'],0.625,"32 Point Dental Clinic And Military Pharmacy Dental clinic and military pharmacy located in Bommanahalli, Bangalore, Karnataka, India. Services include Root Canal (RCT) and Laser Dentistry. Multispeciality dental clinic | Outpatient services | On-site pharmacy familyMedicine Root canal treatment (RCT) | Laser dentistry Bangalore Karnataka Root canal treatment (RCT) Laser dentistry",False,,False,,False,False,False,False,False,False,,[],"['Root canal treatment (RCT)', 'Laser dentistry']",,medium,Services include Root Canal (RCT) and Laser Dentistry.,15.6,30.0,6.0,2.0,10.0,[],Services include Root Canal (RCT) and Laser Dentistry.,63.6,[],Services include Root Canal (RCT) and Laser Dentistry.,
00023,32 Smile Station,Jamshedpur,Jharkhand,831005,22.80377388,86.21516418,clinic,['familyMedicine | orthodontics | prosthodontics | dentoalveolarSurgery | oralAndMaxillofacialSurgery | dentistry | endodontics'],0.625,"32 Smile Station Dental clinic offering RCT (Root Canal), ceramic crowns and bridges fixing, and dental braces fixing as highlighted on the listing. Has 22 years of experience in healthcare familyMedicine | orthodontics | prosthodontics | dentoalveolarSurgery | oralAndMaxillofacialSurgery | dentistry | endodontics Offers dental braces fixing | Offers root canal treatment (RCT) | Offers dental screening and prophylaxis | Offers ceramic crowns and bridges fixing | Offers dental consultation Jamshedpur Jharkhand Offers dental braces fixing Offers root canal treatment (RCT) Offers dental screening and prophylaxis Offers ceramic crowns and bridges fixing Offers dental consultation",,,False,False,False,False,False,False,False,False,,[],"['Offers dental braces fixing', 'Offers root canal treatment (RCT)', 'Offers dental screening and prophylaxis', 'Offers ceramic crowns and bridges fixing', 'Offers dental consultation']",,medium,"Dental clinic offering RCT (Root Canal), ceramic crowns and bridges fixing, and dental braces fixing as highlighted on the listing.",15.6,30.0,15.0,2.0,0.0,[],"Dental clinic offering RCT (Root Canal), ceramic crowns and bridges fixing, and dental braces fixing as highlighted on the listing.",62.6,[],"Dental clinic offering RCT (Root Canal), ceramic crowns and bridges fixing, and dental braces fixing as highlighted on the listing.",
00024,32 Smile Stone Dental Clinic and impalnt center,Gandhinagar,Gujarat,382021,23.23186874,72.66825104,dentist,['surgicalOncology | pediatricDentistry | familyMedicine | generalDentistry | craniofacialAndCleftOralMaxillofacialSurgery | orthodontics | prosthodontics | oncologyAndReconstructiveOralAndMaxillofacialSurgery | oralAndMaxillofacialSurgery | dentoalveolarSurgery | cosmeticDentistry | periodontics | endodontics | dentistry | craniomaxillofacialTraumaSurgery | oralPathology | aestheticDentistry'],0.75,"32 Smile Stone Dental Clinic and impalnt center 32 Smile Stone Dental Clinic and implant center Dental clinic and implant center located in Gandhinagar, Gujarat | Operates a dental clinic and implant center | Dr. Chirag Pandya – Orthodontist on staff | Provides 24/7 emergency dental care | Emergency dental services available around the clock | Dental implant center with implant treatments offered | Offers 24/7 emergency dental care | Staffed by multiple dentists including Dr Paresh Chaudhari, Dr Chirag Pandya, Dr Ankit Patel, Dr Mitesh Patel | Comprehensive dental, maxillofacial, gum and aesthetic treatments under one roof | Dr. Ankit Patel – Oral Pathologist on staff | Dr. Mitesh Patel – Oral and Maxillofacial Surgeon; Head and Neck Cancer Surgeon on staff | Dr. Paresh Chaudhari – Dental Surgeon on staff surgicalOncology | pediatricDentistry | familyMedicine | generalDentistry | craniofacialAndCleftOralMaxillofacialSurgery | orthodontics | prosthodontics | oncologyAndReconstructiveOralAndMaxillofacialSurgery | oralAndMaxillofacialSurgery | dentoalveolarSurgery | cosmeticDentistry | periodontics | endodontics | dentistry | craniomaxillofacialTraumaSurgery | oralPathology | aestheticDentistry Performs third molar removal with minor surgery | Provides Tooth Coloured Filling | Root Canal Treatment | Treats cancerous lesions in the oral cavity | Provides pediatric dentistry | Offers veneers for smile enhancement | Silver Amalgam Restoration | Offers Dental Jewellery | Treats pyorrhea | Pediatric dentistry | Dental Jewellery | Third molar removal with minor surgery | Cancerous lesion in oral cavity | Tooth whitening (bleaching) | Offers Root Canal Treatment | Provides Silver Amalgam Restoration | Treatment of jaw fracture | Provides Removable Prosthesis | Treats jaw fractures | Ultrasonic scaling | Treatment of pyorrhea | Dental Implant | Fixed Prosthesis | Maxillofacial surgery | Removable Prosthesis | Provides Fixed Prosthesis | Provides Extraction | Treatment of tumors in oral cavity | Orthodontic Treatment | Offers Dental Implant | Provides ultrasonic scaling | Offers orthodontic treatment | Tooth Coloured Filling | Performs maxillofacial surgery | Extraction | Offers tooth whitening (bleaching) | Treats tumors in the oral cavity Gandhinagar Gujarat Performs third molar removal with minor surgery Provides Tooth Coloured Filling Root Canal Treatment Treats cancerous lesions in the oral cavity Provides pediatric dentistry Offers veneers for smile enhancement Silver Amalgam Restoration Offers Dental Jewellery Treats pyorrhea Pediatric dentistry Dental Jewellery Third molar removal with minor surgery Cancerous lesion in oral cavity Tooth whitening (bleaching) Offers Root Canal Treatment Provides Silver Amalgam Restoration Treatment of jaw fracture Provides Removable Prosthesis Treats jaw fractures Ultrasonic scaling Treatment of pyorrhea Dental Implant Fixed Prosthesis Maxillofacial surgery Removable Prosthesis Provides Fixed Prosthesis Provides Extraction Treatment of tumors in oral cavity Orthodontic Treatment Offers Dental Implant Provides ultrasonic scaling Offers orthodontic treatment Tooth Coloured Filling Performs maxillofacial surgery Extraction Offers tooth whitening (bleaching) Treats tumors in the oral cavity",False,,True,True,True,False,True,False,False,False,4.0,[],"['Performs third molar removal with minor surgery', 'Provides Tooth Coloured Filling', 'Root Canal Treatment', 'Treats cancerous lesions in the oral cavity', 'Provides pediatric dentistry', 'Offers veneers for smile enhancement', 'Silver Amalgam Restoration', 'Offers Dental Jewellery', 'Treats pyorrhea', 'Pediatric dentistry', 'Dental Jewellery', 'Third molar removal with minor surgery', 'Cancerous lesion in oral cavity', 'Tooth whitening (bleaching)', 'Offers Root Canal Treatment', 'Provides Silver Amalgam Restoration', 'Treatment of jaw fracture', 'Provides Removable Prosthesis', 'Treats jaw fractures', 'Ultrasonic scaling', 'Treatment of pyorrhea', 'Dental Implant', 'Fixed Prosthesis', 'Maxillofacial surgery', 'Removable Prosthesis', 'Provides Fixed Prosthesis', 'Provides Extraction', 'Treatment of tumors in oral cavity', 'Orthodontic Treatment', 'Offers Dental Implant', 'Provides ultrasonic scaling', 'Offers orthodontic treatment', 'Tooth Coloured Filling', 'Performs maxillofacial surgery', 'Extraction', 'Offers tooth whitening (bleaching)', 'Treats tumors in the oral cavity']",Provides 24/7 emergency dental care,high,Provides 24/7 emergency dental care,18.8,18.0,25.0,2.0,2.5,['Claims surgery capability but no anaesthesiologist mentioned'],Provides 24/7 emergency dental care,66.3,['Claims surgery capability but no anaesthesiologist mentioned'],Provides 24/7 emergency dental care,
